epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.0573,5.98266,7.41828,4.24581,0,0,0,0,6.22866,9.00963,2.75282,0.0964,0.0004,0.0004
2,37.0867,5.93063,5.73747,4.18352,0,0,0,0,6.19547,8.73036,2.71952,0.0918911,0.00089109,0.00089109
3,53.1508,5.91138,5.46478,4.13712,0,0,0,0,6.15513,8.55816,2.68173,0.0873723,0.00137228,0.00137228
4,67.9811,5.94332,5.13757,4.08038,0,0,0,0,6.12912,8.49045,2.65789,0.0828436,0.00184357,0.00184357
5,83.5207,6.06006,5.44059,4.07124,0,0,0,0,6.09428,8.43111,2.62757,0.078305,0.00230496,0.00230496
6,97.9567,5.89711,5.00485,3.98938,0,0,0,0,6.06735,8.39909,2.60534,0.0737565,0.00275645,0.00275645
7,114.601,5.79682,4.78965,3.93506,0,0,0,0,6.01726,8.3443,2.56692,0.069198,0.00319804,0.00319804
8,130.152,5.79766,4.73621,3.87493,0,0,0,0,5.97608,8.3051,2.53811,0.0646297,0.00362973,0.00362973
9,145.455,5.66403,4.54977,3.8339,0,0,0,0,5.92364,8.25831,2.50133,0.0600515,0.00405152,0.00405152
10,162.195,5.5296,4.49647,3.76608,0,0,0,0,5.8848,8.22456,2.47549,0.0554634,0.00446341,0.00446341
11,177.631,5.28917,4.44989,3.72863,0,0,0,0,5.84581,8.19818,2.45489,0.0508654,0.0048654,0.0048654
12,193.029,5.13095,4.38174,3.67177,0,0,0,0,5.80629,8.17807,2.4345,0.0462575,0.00525749,0.00525749
13,208.661,5.02718,4.24045,3.59751,0,0,0,0,5.78766,8.1732,2.42468,0.0416397,0.00563968,0.00563968
14,223.171,4.95161,4.30927,3.5519,0,0,0,0,5.75249,8.16616,2.40715,0.037012,0.00601197,0.00601197
15,238.547,4.90789,4.07844,3.5308,0,0,0,0,5.72565,8.17187,2.3948,0.0323744,0.00637436,0.00637436
16,252.56,4.56557,3.77553,3.3381,0,0,0,0,5.71444,8.17925,2.38918,0.0277268,0.00672685,0.00672685
17,267.21,3.8654,3.30439,3.30023,0,0,0,0,5.70036,8.19911,2.38128,0.0230694,0.00706944,0.00706944
18,281.897,3.64237,3.11875,3.30053,0,0,0,0,5.69716,8.21157,2.37871,0.0184021,0.00740213,0.00740213
19,296.123,3.82551,3.06471,2.91518,0,0,0,0,5.69233,8.22621,2.37547,0.0137249,0.00772492,0.00772492
20,311.179,3.12167,2.65409,2.78104,0,0,0,0,5.66775,8.24473,2.36036,0.00903781,0.00803781,0.00803781
21,325.344,2.88545,2.63373,2.54471,0,0,0,0,5.64433,8.25236,2.34554,0.00802,0.00802,0.00802
22,338.37,3.00265,2.43786,2.46786,0,0,0,0,5.57692,8.24143,2.31018,0.007921,0.007921,0.007921
23,352.57,2.8079,2.20441,2.25716,0,0,0,0,5.55474,8.25722,2.30133,0.007822,0.007822,0.007822
24,372.341,2.6475,2.01815,2.33565,0.01128,0.4,0.16237,0.05118,3.22998,7.27049,1.6204,0.007723,0.007723,0.007723
25,387.642,2.72638,2.04641,2.15752,0.01026,0.13333,0.00583,0.00085,4.56052,7.94249,1.97426,0.007624,0.007624,0.007624
26,408.895,2.39695,1.88914,2.2084,0.01891,0.3,0.09976,0.03006,3.41995,7.2386,1.65682,0.007525,0.007525,0.007525
27,433.467,2.4909,1.81486,2.13937,0.03386,0.5,0.25409,0.06643,2.56553,6.28465,1.43149,0.007426,0.007426,0.007426
28,456.225,2.42897,1.74333,2.08177,0.45199,0.16667,0.20549,0.05898,2.27395,4.56618,1.35927,0.007327,0.007327,0.007327
29,479.01,2.36275,2.00097,2.08135,0.00336,0.36667,0.02976,0.00969,2.22744,5.76406,1.36629,0.007228,0.007228,0.007228
30,502.296,2.07826,1.95018,1.85709,0.51442,0.2,0.22242,0.07344,2.08029,4.33121,1.29556,0.007129,0.007129,0.007129
31,522.216,2.0121,1.50842,1.79317,0.31861,0.16667,0.0857,0.02266,2.03954,3.53172,1.30127,0.00703,0.00703,0.00703
32,543.249,1.99907,1.60759,1.75757,0.37154,0.3,0.22395,0.07679,2.04045,3.64227,1.27922,0.006931,0.006931,0.006931
33,563.395,1.97421,1.69756,1.8175,0.23084,0.13333,0.09451,0.03042,2.23152,3.70432,1.49791,0.006832,0.006832,0.006832
34,584.598,2.00446,1.50134,1.75533,0.24636,0.1,0.03596,0.00722,2.05206,3.49735,1.31448,0.006733,0.006733,0.006733
35,607.539,1.85894,1.57103,1.70023,0.30962,0.33333,0.27291,0.07572,2.22027,3.57834,1.59531,0.006634,0.006634,0.006634
36,633.309,1.74179,1.36675,1.67688,0.25653,0.3,0.23975,0.06414,2.21248,3.42709,1.59336,0.006535,0.006535,0.006535
37,654.534,1.80212,1.37262,1.63743,0.27521,0.26667,0.14159,0.05097,2.00891,3.2868,1.30368,0.006436,0.006436,0.006436
38,678.35,1.78484,1.2257,1.58719,0.38944,0.3616,0.25135,0.08205,2.11876,3.07868,1.47114,0.006337,0.006337,0.006337
39,698.858,1.81318,1.29399,1.65883,0.45027,0.4,0.27256,0.08937,1.90204,3.02539,1.24557,0.006238,0.006238,0.006238
40,720.538,1.56441,1.24305,1.50514,0.53464,0.4,0.31984,0.12082,1.82852,2.86497,1.21648,0.006139,0.006139,0.006139
41,746.136,1.56083,1.23678,1.52474,0.49899,0.26667,0.16346,0.06108,2.09895,2.90654,1.3404,0.00604,0.00604,0.00604
42,772.807,1.70983,1.25297,1.58595,0.53606,0.43333,0.34103,0.1391,1.74494,2.44696,1.10338,0.005941,0.005941,0.005941
43,799.188,1.68983,1.13134,1.43579,0.61026,0.4,0.33186,0.14114,1.82212,2.72033,1.17081,0.005842,0.005842,0.005842
44,824.555,1.59111,1.12132,1.47846,0.13558,0.13333,0.03426,0.00813,1.59081,2.42566,1.02432,0.005743,0.005743,0.005743
45,850.374,1.59667,1.08285,1.50309,0.11535,0.13333,0.03308,0.00724,1.34262,2.21887,0.91485,0.005644,0.005644,0.005644
46,878.466,1.59354,1.07297,1.47993,0.16713,0.13333,0.03377,0.00899,1.49478,2.14327,0.96437,0.005545,0.005545,0.005545
47,906.17,1.47983,1.02919,1.36606,0.12194,0.13333,0.02897,0.00756,1.31884,2.11308,0.89611,0.005446,0.005446,0.005446
48,933.316,1.45139,1.05521,1.41764,0.20879,0.06667,0.02596,0.00778,1.3277,1.94132,0.90568,0.005347,0.005347,0.005347
49,959.096,1.55423,1.01277,1.43616,0.21221,0.1,0.04335,0.01956,1.48026,2.04192,0.95917,0.005248,0.005248,0.005248
50,989.8,1.49859,1.05342,1.45391,0.13626,0.08977,0.03666,0.00942,1.27863,1.83368,0.87274,0.005149,0.005149,0.005149
51,1013.99,1.41202,0.92307,1.31933,0.15416,0.1,0.03944,0.01011,1.36705,1.97297,0.88992,0.00505,0.00505,0.00505
52,1040.78,1.43686,0.96056,1.45196,0.37226,0.19781,0.10557,0.05138,1.32844,1.83584,0.87484,0.004951,0.004951,0.004951
53,1074.6,1.3213,0.94115,1.33631,0.20282,0.1,0.04117,0.0113,1.13242,1.61409,0.81713,0.004852,0.004852,0.004852
54,1101.08,1.37323,0.97086,1.36474,0.26365,0.1,0.04744,0.01743,1.2976,1.71567,0.86911,0.004753,0.004753,0.004753
55,1129.67,1.40308,0.98608,1.41154,0.49647,0.39459,0.24017,0.1629,1.16116,1.70481,0.82199,0.004654,0.004654,0.004654
56,1162.78,1.18701,0.84832,1.20945,0.51407,0.4,0.24205,0.15734,1.19201,1.61345,0.81451,0.004555,0.004555,0.004555
57,1194.01,1.24223,0.85401,1.20715,0.43363,0.48515,0.28907,0.15658,1.19962,1.60762,0.8247,0.004456,0.004456,0.004456
58,1231.54,1.18269,0.84369,1.1903,0.20997,0.06667,0.03122,0.01029,1.14974,1.59731,0.79754,0.004357,0.004357,0.004357
59,1259.29,1.23427,0.90733,1.25973,0.46877,0.26483,0.15434,0.07891,1.1859,1.6445,0.81565,0.004258,0.004258,0.004258
60,1288.44,1.28332,0.88342,1.28679,0.26345,0.06667,0.03328,0.01148,1.18801,1.72704,0.81405,0.004159,0.004159,0.004159
61,1312.7,1.23228,0.82954,1.25918,0.42156,0.2,0.10593,0.06409,1.07717,1.70248,0.7763,0.00406,0.00406,0.00406
62,1344.14,1.17451,0.86227,1.2039,0.42847,0.19992,0.11303,0.063,1.22673,1.69564,0.81581,0.003961,0.003961,0.003961
63,1370.79,1.18217,0.82029,1.26815,0.50617,0.5,0.3048,0.18661,1.12654,1.54934,0.78818,0.003862,0.003862,0.003862
64,1399.47,1.21314,0.84791,1.21025,0.56486,0.46667,0.29166,0.18203,1.03334,1.68225,0.76188,0.003763,0.003763,0.003763
65,1428.14,1.06115,0.81526,1.18737,0.53111,0.46667,0.2735,0.16689,1.10844,1.61096,0.78178,0.003664,0.003664,0.003664
66,1461.83,1.09168,0.7988,1.18714,0.60608,0.46177,0.29775,0.18694,1.01013,1.59872,0.74977,0.003565,0.003565,0.003565
67,1489.52,1.16932,0.84737,1.20756,0.51342,0.49261,0.29743,0.17201,1.07322,1.51696,0.7798,0.003466,0.003466,0.003466
68,1519.84,1.19134,0.79321,1.18587,0.53024,0.46667,0.28278,0.16392,1.04241,1.48674,0.76581,0.003367,0.003367,0.003367
69,1556.45,1.11423,0.78081,1.14751,0.53338,0.43333,0.27034,0.15662,1.10589,1.64516,0.78144,0.003268,0.003268,0.003268
70,1585.08,1.07179,0.79054,1.16824,0.44529,0.5,0.29167,0.16964,1.08322,1.56664,0.77471,0.003169,0.003169,0.003169
71,1616.1,1.16549,0.81574,1.23539,0.4912,0.46667,0.29914,0.17827,1.13733,1.50504,0.7762,0.00307,0.00307,0.00307
72,1648.31,1.11916,0.77595,1.16979,0.46836,0.5,0.31471,0.18962,1.19225,1.55942,0.79404,0.002971,0.002971,0.002971
73,1681.35,1.11269,0.77618,1.15183,0.46413,0.5,0.2945,0.17438,1.07775,1.48055,0.76521,0.002872,0.002872,0.002872
74,1713.08,1.89738,1.6319,1.69134,0.4895,0.46667,0.30427,0.17275,1.10874,1.5148,0.77766,0.002773,0.002773,0.002773
75,1744.17,1.01506,0.90862,1.1036,0.43809,0.46667,0.27987,0.16393,1.26978,1.64058,0.81565,0.002674,0.002674,0.002674
76,1773.37,1.03004,0.7492,1.15638,0.45889,0.5,0.27856,0.17188,0.96036,1.31924,0.73007,0.002575,0.002575,0.002575
77,1800.65,1.02612,0.74041,1.15193,0.48618,0.46667,0.28791,0.17167,1.052,1.41466,0.75694,0.002476,0.002476,0.002476
78,1833.72,1.03892,0.72687,1.12288,0.49307,0.46667,0.27552,0.17208,0.96868,1.36598,0.72719,0.002377,0.002377,0.002377
79,1860.16,0.96721,0.70765,1.10434,0.47809,0.5,0.27818,0.17158,0.97476,1.36794,0.72778,0.002278,0.002278,0.002278
80,1886.02,1.07033,0.72622,1.10623,0.49495,0.46667,0.27496,0.17478,1.01926,1.40699,0.74444,0.002179,0.002179,0.002179
81,1911.97,1.03338,0.73509,1.1068,0.47274,0.5,0.27483,0.16662,0.98791,1.33982,0.73249,0.00208,0.00208,0.00208
