epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,1881.25,1.48813,1.17706,1.33069,0.37778,0.06667,0.02691,0.00942,1.44526,2.38878,0.8882,0.002377,0.002377,0.002377
79,1908.3,0.90494,0.68844,1.07229,0.31329,0.06667,0.02247,0.00898,1.37565,2.43087,0.87153,0.002278,0.002278,0.002278
80,1937.63,1.00275,0.7344,1.03926,0.31101,0.06667,0.02252,0.00898,1.30591,2.31235,0.85284,0.002179,0.002179,0.002179
81,1979.14,0.94779,0.73216,1.04491,0.31254,0.06667,0.0232,0.01018,1.36922,2.25028,0.85493,0.00208,0.00208,0.00208
82,2003.23,0.96197,0.76071,1.07183,0.27102,0.06667,0.02048,0.00942,1.33677,2.22195,0.851,0.001981,0.001981,0.001981
83,2031.25,0.96042,0.74305,1.10758,0.30286,0.1,0.04116,0.01993,1.15382,1.95678,0.79114,0.001882,0.001882,0.001882
84,2069.07,0.91771,0.71262,1.05547,0.36939,0.06667,0.03377,0.00994,1.4384,2.80327,0.91195,0.001783,0.001783,0.001783
85,2101.04,0.95322,0.75709,1.08396,0.37628,0.06667,0.03349,0.01312,1.5139,2.82381,0.92881,0.001684,0.001684,0.001684
86,2128.56,0.95363,0.71961,1.04264,0.23648,0.06667,0.01982,0.01011,1.30854,2.07922,0.84012,0.001585,0.001585,0.001585
87,2152.72,0.88771,0.68869,1.05721,0.3718,0.06667,0.03037,0.01485,1.35799,2.50592,0.8561,0.001486,0.001486,0.001486
88,2187.89,0.86584,0.7244,1.03601,0.21142,0.06667,0.0158,0.00792,1.09953,1.68174,0.75261,0.001387,0.001387,0.001387
89,2213.95,1.00184,0.78843,1.17014,0.2397,0.06667,0.01756,0.00823,1.07267,1.67192,0.75143,0.001288,0.001288,0.001288
90,2235.43,0.84709,0.68653,0.99492,0.49929,0.43215,0.31012,0.19209,1.00169,1.51399,0.72542,0.001189,0.001189,0.001189
91,2301.45,1.30609,1.43409,1.31353,0.41588,0.2,0.10928,0.07363,0.96117,1.40305,0.70741,0.00109,0.00109,0.00109
92,2342.19,1.38311,1.40968,1.36761,0.21162,0.06667,0.01543,0.00821,1.20247,2.01291,0.78475,0.000991,0.000991,0.000991
93,2378.61,0.93534,0.81937,1.1233,0.3905,0.2,0.12073,0.08721,1.0893,1.94946,0.74692,0.000892,0.000892,0.000892
94,2422.5,1.41662,1.3416,1.43309,0.24095,0.06667,0.01922,0.01083,1.09005,2.17,0.7521,0.000793,0.000793,0.000793
95,2457.53,0.85971,0.82529,1.06793,0.22047,0.06667,0.02072,0.01022,0.95821,1.72572,0.7115,0.000694,0.000694,0.000694
96,2488.49,0.78982,0.77539,0.98753,0.49119,0.4,0.26421,0.19168,0.94751,1.5054,0.70616,0.000595,0.000595,0.000595
97,2520.51,0.8238,0.78768,1.07609,0.52451,0.36667,0.27127,0.19839,0.98467,1.48715,0.7132,0.000496,0.000496,0.000496
98,2556.41,0.75368,0.74185,0.98417,0.38684,0.46667,0.26606,0.18576,1.00287,1.47448,0.71895,0.000397,0.000397,0.000397
99,2591.75,0.84954,0.78028,1.01581,0.40403,0.46667,0.26896,0.18724,0.98712,1.46006,0.71717,0.000298,0.000298,0.000298
100,2618.47,0.83047,0.7402,1.04326,0.41205,0.5,0.29309,0.20279,0.96441,1.41051,0.71489,0.000199,0.000199,0.000199
