epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.1088,5.88192,8.12709,4.31049,0,0,0,0,6.24034,9.18854,2.76589,0.0964,0.0004,0.0004
2,33.6743,5.81879,6.53944,4.28652,0,0,0,0,6.22553,8.97798,2.75164,0.0918911,0.00089109,0.00089109
3,48.1932,5.89271,6.31381,4.23297,0,0,0,0,6.20638,8.81098,2.73341,0.0873723,0.00137228,0.00137228
4,61.7703,5.95087,5.78232,4.19017,0,0,0,0,6.19307,8.73402,2.72071,0.0828436,0.00184357,0.00184357
5,74.6842,6.03028,6.06293,4.24532,0,0,0,0,6.17615,8.66933,2.70514,0.078305,0.00230496,0.00230496
6,87.46,5.84205,5.5204,4.16177,0,0,0,0,6.16441,8.63758,2.69467,0.0737565,0.00275645,0.00275645
7,100.859,5.76084,5.18505,4.11126,0,0,0,0,6.14538,8.59853,2.67789,0.069198,0.00319804,0.00319804
8,113.491,5.8044,5.06153,4.04692,0,0,0,0,6.13062,8.57485,2.66543,0.0646297,0.00362973,0.00362973
9,127.516,5.61878,4.85118,4.00391,0,0,0,0,6.11364,8.55153,2.6512,0.0600515,0.00405152,0.00405152
10,141.793,5.44842,4.76342,3.9813,0,0,0,0,6.10356,8.53858,2.64294,0.0554634,0.00446341,0.00446341
11,155.918,5.10069,4.61895,3.9386,0,0,0,0,6.09649,8.532,2.63746,0.0508654,0.0048654,0.0048654
12,169.762,4.61391,4.34219,3.90253,0,0,0,0,6.09569,8.5321,2.63721,0.0462575,0.00525749,0.00525749
13,182.846,4.21217,4.02136,3.83965,0,0,0,0,6.09736,8.53589,2.63886,0.0416397,0.00563968,0.00563968
14,196.32,3.76758,3.72268,3.72349,0,0,0,0,6.10608,8.54938,2.64728,0.037012,0.00601197,0.00601197
15,210.964,3.70081,3.38526,3.49472,0,0,0,0,6.11948,8.57125,2.66235,0.0323744,0.00637436,0.00637436
16,224.534,3.48687,3.05353,3.26782,0,0,0,0,6.12749,8.58388,2.67196,0.0277268,0.00672685,0.00672685
17,238.283,2.97056,2.70326,3.13241,0,0,0,0,6.14505,8.61156,2.69566,0.0230694,0.00706944,0.00706944
18,251.332,2.87512,2.52836,2.98772,0,0,0,0,6.15408,8.62741,2.70957,0.0184021,0.00740213,0.00740213
19,265.002,3.10173,2.49984,2.62722,0,0,0,0,6.15689,8.64064,2.71777,0.0137249,0.00772492,0.00772492
20,279.188,2.58719,2.34446,2.57213,0,0,0,0,6.14949,8.64902,2.71588,0.00903781,0.00803781,0.00803781
21,293.701,2.59534,2.41549,2.43995,0,0,0,0,6.11559,8.65718,2.6851,0.00802,0.00802,0.00802
22,307.225,2.70226,2.10787,2.38267,0,0,0,0,6.18646,8.69933,2.76252,0.007921,0.007921,0.007921
23,321.072,2.55926,1.8737,2.12479,0,0,0,0,6.17814,8.7127,2.75451,0.007822,0.007822,0.007822
24,335.324,2.32441,2.04637,2.14823,0,0,0,0,6.11227,8.74416,2.68173,0.007723,0.007723,0.007723
25,349.091,2.25238,1.82696,1.99377,0,0,0,0,6.20497,8.74968,2.78993,0.007624,0.007624,0.007624
26,362.894,1.97222,1.91242,1.98753,0,0,0,0,6.12678,8.79009,2.68852,0.007525,0.007525,0.007525
27,376.827,2.1595,1.70198,1.9776,0,0,0,0,6.15224,8.80429,2.71351,0.007426,0.007426,0.007426
28,395.645,2.06314,1.66128,1.82864,0.02374,0.26667,0.17907,0.05524,3.44319,6.77198,1.66627,0.007327,0.007327,0.007327
29,419.391,2.03678,1.72272,1.86569,0.78706,0.12471,0.17654,0.04243,3.31041,5.56,1.52286,0.007228,0.007228,0.007228
30,439.157,1.94632,1.49181,1.74949,0.02372,0.43333,0.2272,0.06988,2.4741,5.68476,1.41685,0.007129,0.007129,0.007129
31,461.44,1.88281,1.50961,1.71677,0.48903,0.22382,0.20184,0.08625,2.36054,4.28631,1.30891,0.00703,0.00703,0.00703
32,481.783,2.79674,2.58959,2.18505,0.61472,0.26667,0.26265,0.0865,2.08856,4.73227,1.21362,0.006931,0.006931,0.006931
33,501.318,1.86378,1.52524,1.72826,0.59899,0.23333,0.23474,0.06235,2.75991,4.40615,1.37636,0.006832,0.006832,0.006832
34,519.065,2.01841,1.36516,1.72511,0.5178,0.2,0.21967,0.08004,2.20127,4.55676,1.31402,0.006733,0.006733,0.006733
35,540.907,1.88608,1.35834,1.67335,0.50326,0.33333,0.20739,0.05401,2.37954,2.49376,1.27848,0.006634,0.006634,0.006634
36,563.597,1.68243,1.19265,1.61593,0.43614,0.23333,0.13952,0.02983,2.69923,2.95475,1.50579,0.006535,0.006535,0.006535
37,588.062,1.88397,1.26676,1.65308,0.52701,0.3,0.19358,0.07746,1.67593,2.26436,1.06091,0.006436,0.006436,0.006436
38,609.461,1.71854,1.20067,1.5157,0.43845,0.33333,0.2716,0.09905,1.77595,2.78752,1.12202,0.006337,0.006337,0.006337
39,630.781,1.77709,1.25283,1.6127,0.32712,0.23333,0.10008,0.04138,1.58178,2.44927,1.02836,0.006238,0.006238,0.006238
40,651.86,1.54348,1.19871,1.45046,0.36765,0.46667,0.22681,0.09022,1.77736,2.40968,1.08471,0.006139,0.006139,0.006139
41,674.235,1.50655,1.29848,1.48417,0.35044,0.33333,0.23204,0.07457,1.99312,3.36375,1.17713,0.00604,0.00604,0.00604
42,693.069,1.61865,1.30346,1.51557,0.35088,0.3,0.23351,0.07213,2.22402,3.18497,1.28321,0.005941,0.005941,0.005941
43,717.045,1.70447,1.15433,1.45829,0.46053,0.4,0.30587,0.10334,1.57467,2.16328,1.01178,0.005842,0.005842,0.005842
44,738.449,1.68342,1.22662,1.51929,0.38369,0.43333,0.22906,0.08526,1.54698,1.98942,0.99088,0.005743,0.005743,0.005743
45,757.662,1.53895,1.11014,1.46555,0.20226,0.33333,0.16194,0.05689,2.04078,3.40539,1.21603,0.005644,0.005644,0.005644
46,785.343,1.65417,1.17804,1.50486,0.43952,0.39232,0.27697,0.09211,1.48548,1.95685,0.95575,0.005545,0.005545,0.005545
47,809.344,1.46241,1.04708,1.37575,0.40491,0.46667,0.25633,0.11673,1.39916,2.14259,0.91906,0.005446,0.005446,0.005446
48,829.504,1.52066,1.0941,1.43163,0.42992,0.43333,0.29299,0.13859,1.43732,1.89609,0.93022,0.005347,0.005347,0.005347
49,851.708,1.55866,1.12314,1.44731,0.43228,0.43154,0.27569,0.11549,1.53328,2.01864,0.94274,0.005248,0.005248,0.005248
50,874.555,1.51285,1.13951,1.46332,0.40974,0.46667,0.29085,0.13343,1.74635,2.52376,1.07881,0.005149,0.005149,0.005149
51,897.477,1.40981,1.00256,1.31064,0.47766,0.4,0.29549,0.14513,1.48406,2.02384,0.96065,0.00505,0.00505,0.00505
52,925.121,1.47788,1.06481,1.4423,0.57914,0.33333,0.24837,0.12678,1.60928,2.13616,0.96091,0.004951,0.004951,0.004951
53,949.361,1.35454,0.97335,1.33729,0.21543,0.06667,0.01557,0.004,1.75427,2.75765,1.01188,0.004852,0.004852,0.004852
54,976.323,1.45081,0.97907,1.40841,0.43113,0.46667,0.28745,0.13738,1.5686,1.98314,0.94316,0.004753,0.004753,0.004753
