epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.1895,5.89272,7.22691,4.25529,0,0,0,0,6.22097,8.9612,2.74804,0.0964,0.0004,0.0004
2,34.3821,5.7804,5.56919,4.22747,0,0,0,0,6.17909,8.70087,2.7096,0.0918911,0.00089109,0.00089109
3,48.7425,5.80553,5.34942,4.13892,0,0,0,0,6.12446,8.55092,2.66303,0.0873723,0.00137228,0.00137228
4,62.4455,5.8544,4.96203,4.04666,0,0,0,0,6.08825,8.49549,2.63381,0.0828436,0.00184357,0.00184357
5,76.2696,5.94808,5.24465,4.05891,0,0,0,0,6.04428,8.45208,2.60109,0.078305,0.00230496,0.00230496
6,89.8627,5.79307,4.91737,3.98656,0,0,0,0,6.01361,8.43065,2.5792,0.0737565,0.00275645,0.00275645
7,103.187,5.6822,4.71988,3.9193,0,0,0,0,5.96519,8.39453,2.54665,0.069198,0.00319804,0.00319804
8,117.126,5.66231,4.66925,3.86896,0,0,0,0,5.92957,8.36433,2.5228,0.0646297,0.00362973,0.00362973
9,131.94,5.50747,4.53184,3.82009,0,0,0,0,5.87682,8.31799,2.48974,0.0600515,0.00405152,0.00405152
10,146.653,5.26505,4.48149,3.75134,0,0,0,0,5.83697,8.28312,2.46853,0.0554634,0.00446341,0.00446341
11,160.883,4.90989,4.40981,3.65838,0,0,0,0,5.79784,8.25216,2.44789,0.0508654,0.0048654,0.0048654
12,178.457,4.62757,4.34256,3.60708,0,0,0,0,5.76803,8.22849,2.43299,0.0462575,0.00525749,0.00525749
13,193.296,4.31785,4.23803,3.46223,0,0,0,0,5.75987,8.2213,2.42839,0.0416397,0.00563968,0.00563968
14,209.111,4.04449,4.17287,3.24969,0,0,0,0,5.74392,8.20854,2.4195,0.037012,0.00601197,0.00601197
15,225.646,3.71575,3.79771,3.08206,0,0,0,0,5.75597,8.21154,2.4224,0.0323744,0.00637436,0.00637436
16,240.462,3.41517,3.2153,2.86697,0,0,0,0,5.76268,8.21679,2.42448,0.0277268,0.00672685,0.00672685
17,254.865,3.02072,2.66863,2.79042,0,0,0,0,5.81459,8.2495,2.44585,0.0230694,0.00706944,0.00706944
18,268.416,2.86889,2.77746,2.78203,0,0,0,0,5.84088,8.26642,2.45848,0.0184021,0.00740213,0.00740213
19,282.449,3.00894,2.62803,2.4969,0,0,0,0,5.84976,8.27966,2.4611,0.0137249,0.00772492,0.00772492
20,297.378,2.68571,2.51717,2.45054,0,0,0,0,5.8581,8.29608,2.46728,0.00903781,0.00803781,0.00803781
21,311.946,2.55613,2.37452,2.32432,0,0,0,0,5.83563,8.29957,2.45475,0.00802,0.00802,0.00802
22,325.924,2.60178,2.12803,2.26149,0,0,0,0,5.50124,8.20417,2.3106,0.007921,0.007921,0.007921
23,343.874,2.44177,1.92994,2.04828,0.01195,0.2,0.10548,0.01462,4.13656,7.44351,1.90548,0.007822,0.007822,0.007822
24,364.476,2.39531,1.8545,2.10504,0.02179,0.56667,0.22119,0.07921,2.98969,5.88,1.5572,0.007723,0.007723,0.007723
25,386.896,2.20278,1.76508,1.86768,0.02507,0.56667,0.21699,0.07806,2.01717,5.45382,1.34676,0.007624,0.007624,0.007624
26,408.294,2.13968,1.82696,2.0007,0.43692,0.20731,0.25032,0.08869,2.22402,4.52574,1.28435,0.007525,0.007525,0.007525
27,431.076,2.21864,1.731,1.94453,0.44719,0.26667,0.25846,0.08019,2.17677,3.81777,1.31992,0.007426,0.007426,0.007426
28,452.167,2.10785,1.72929,1.84655,0.17103,0.1,0.06229,0.02613,2.21128,3.38535,1.26304,0.007327,0.007327,0.007327
29,474.729,2.03498,1.95736,1.88387,0.63735,0.17655,0.25276,0.09072,2.2116,4.72889,1.27911,0.007228,0.007228,0.007228
30,496.136,1.83073,1.62572,1.70256,0.40415,0.36667,0.26503,0.11114,2.26153,3.208,1.2904,0.007129,0.007129,0.007129
31,520.61,1.85365,1.44215,1.706,0.43373,0.33333,0.28111,0.11874,1.84944,3.47681,1.1485,0.00703,0.00703,0.00703
32,541.333,1.88819,1.34194,1.67294,0.35302,0.36667,0.29703,0.09987,2.03606,2.82914,1.23363,0.006931,0.006931,0.006931
33,564.54,1.98531,1.43115,1.80858,0.36413,0.4,0.25985,0.08697,2.49029,2.96694,1.3993,0.006832,0.006832,0.006832
34,589.086,1.91103,1.36399,1.64675,0.38374,0.46667,0.27202,0.12904,1.70323,3.17128,1.06878,0.006733,0.006733,0.006733
35,611.135,1.78326,1.48442,1.6643,0.48873,0.43333,0.28308,0.11897,1.73033,2.44102,1.09988,0.006634,0.006634,0.006634
36,633.35,1.60695,1.21953,1.60674,0.45778,0.45056,0.28056,0.12551,1.57884,2.55138,1.05929,0.006535,0.006535,0.006535
37,652.963,1.66204,1.21111,1.57022,0.43338,0.43333,0.27287,0.12198,1.90032,4.09905,1.15741,0.006436,0.006436,0.006436
38,671.935,1.60683,1.15265,1.47973,0.46564,0.43333,0.29537,0.13247,1.50035,2.38797,1.01049,0.006337,0.006337,0.006337
39,689.93,1.67663,1.18152,1.57437,0.43276,0.43333,0.28416,0.12205,1.95257,4.14196,1.19025,0.006238,0.006238,0.006238
40,709.699,1.50085,1.15308,1.44198,0.41928,0.46667,0.28471,0.11881,1.87002,3.16514,1.15912,0.006139,0.006139,0.006139
41,731.366,1.56777,1.17939,1.54855,0.42664,0.46667,0.27608,0.14053,1.51008,2.54691,1.01215,0.00604,0.00604,0.00604
42,756.63,1.65728,1.17811,1.60412,0.38133,0.23333,0.11049,0.03938,2.21766,3.44595,1.2055,0.005941,0.005941,0.005941
43,778.811,1.588,1.11873,1.42841,0.45925,0.46667,0.26648,0.11878,1.77816,3.4987,1.08633,0.005842,0.005842,0.005842
44,800.1,1.49488,1.08254,1.44739,0.4785,0.46667,0.27638,0.11676,1.89901,2.53228,1.09841,0.005743,0.005743,0.005743
45,822.84,1.55235,1.07058,1.51174,0.60517,0.33333,0.245,0.11709,1.611,2.43214,1.00676,0.005644,0.005644,0.005644
46,845.856,1.4795,1.00279,1.45059,0.41967,0.46667,0.26543,0.12415,1.72201,2.43686,1.04288,0.005545,0.005545,0.005545
47,866.403,1.4531,1.01808,1.36462,0.42423,0.46667,0.26776,0.14364,1.40639,2.14351,0.95129,0.005446,0.005446,0.005446
48,886.615,1.43036,1.05878,1.39829,0.40514,0.5,0.27088,0.16212,1.319,2.13856,0.92391,0.005347,0.005347,0.005347
49,904.9,1.47899,1.04927,1.42869,0.41856,0.46667,0.26714,0.15393,1.37218,2.67169,0.92409,0.005248,0.005248,0.005248
50,931.26,1.42365,1.06046,1.45964,0.28669,0.1,0.03033,0.0079,1.76802,2.5407,1.07207,0.005149,0.005149,0.005149
51,951.709,1.3217,0.93175,1.28266,0.17524,0.16667,0.05113,0.01271,2.48941,3.54496,1.35682,0.00505,0.00505,0.00505
52,974.825,1.47427,0.99127,1.47864,0.29248,0.1,0.03365,0.01091,1.52433,2.6892,0.96577,0.004951,0.004951,0.004951
53,999.504,1.25465,0.93172,1.29954,0.54906,0.43333,0.27924,0.16802,1.16344,2.11559,0.82634,0.004852,0.004852,0.004852
54,1024.73,1.41594,0.97325,1.39133,0.55705,0.46667,0.2842,0.15718,1.32378,2.40738,0.86435,0.004753,0.004753,0.004753
55,1047.88,1.41433,0.96124,1.43094,0.22207,0.06667,0.02197,0.0086,1.14521,1.92884,0.80721,0.004654,0.004654,0.004654
56,1072.38,1.26708,0.87512,1.23003,0.52882,0.43333,0.2695,0.1716,1.14453,1.93518,0.80066,0.004555,0.004555,0.004555
57,1095.24,1.22631,0.86141,1.19122,0.45751,0.53333,0.28396,0.16892,1.20648,1.909,0.81318,0.004456,0.004456,0.004456
58,1118.39,1.18556,0.86414,1.20067,0.49126,0.43333,0.28627,0.16369,1.28435,2.1149,0.85432,0.004357,0.004357,0.004357
59,1144.03,1.24482,0.89532,1.25865,0.50057,0.33333,0.22159,0.09302,1.70312,2.6027,1.03266,0.004258,0.004258,0.004258
60,1171.15,1.28576,0.91146,1.29378,0.49659,0.49341,0.28421,0.15879,1.21754,1.81316,0.81487,0.004159,0.004159,0.004159
61,1195.4,1.22311,0.84051,1.27456,0.51251,0.43333,0.28196,0.16697,1.23596,1.94828,0.83627,0.00406,0.00406,0.00406
62,1222.24,1.20219,0.84844,1.19332,0.26181,0.1,0.03956,0.02374,1.14567,1.7699,0.77938,0.003961,0.003961,0.003961
63,1246.39,1.17222,0.82505,1.26264,0.49133,0.46667,0.27603,0.16843,1.20127,1.76224,0.82182,0.003862,0.003862,0.003862
64,1271.64,1.22755,0.85174,1.20896,0.46859,0.52918,0.27159,0.1786,1.06654,1.74797,0.7625,0.003763,0.003763,0.003763
65,1296.74,1.10501,0.85027,1.18986,0.48334,0.53021,0.28159,0.17014,1.23834,1.69808,0.80754,0.003664,0.003664,0.003664
66,1329.19,1.11303,0.8249,1.19344,0.48183,0.53333,0.27823,0.18558,1.03112,1.5546,0.74297,0.003565,0.003565,0.003565
67,1354.73,1.195,0.85035,1.21313,0.48009,0.53333,0.27756,0.18378,1.12576,1.59094,0.77432,0.003466,0.003466,0.003466
68,1376.9,1.20192,0.8248,1.17427,0.53873,0.5,0.30998,0.19365,1.109,1.51493,0.76844,0.003367,0.003367,0.003367
69,1404.77,1.14143,0.79622,1.15187,0.51465,0.5,0.29888,0.18704,1.12293,1.57594,0.77203,0.003268,0.003268,0.003268
70,1431.25,1.08779,0.78429,1.17213,0.49925,0.53179,0.30018,0.18319,1.16418,1.59477,0.79263,0.003169,0.003169,0.003169
71,1457.11,1.17582,0.82797,1.21347,0.49937,0.53203,0.2928,0.18164,1.09403,1.51587,0.76979,0.00307,0.00307,0.00307
72,1486.97,1.17438,0.77696,1.16311,0.51423,0.53333,0.29093,0.19105,1.11496,1.51059,0.76952,0.002971,0.002971,0.002971
73,1509.35,1.09834,0.7833,1.11345,0.48321,0.5,0.29609,0.18125,1.18521,1.56351,0.81069,0.002872,0.002872,0.002872
