epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.562,5.95324,7.40504,4.21652,0,0,0,0,6.2267,9.00027,2.75137,0.0964,0.0004,0.0004
2,30.9759,5.88912,5.75023,4.14908,0,0,0,0,6.19004,8.7369,2.71512,0.0918911,0.00089109,0.00089109
3,43.873,5.90446,5.40916,4.11854,0,0,0,0,6.14617,8.59299,2.67437,0.0873723,0.00137228,0.00137228
4,56.3177,5.92846,5.03213,4.05282,0,0,0,0,6.11532,8.53619,2.64692,0.0828436,0.00184357,0.00184357
5,68.4684,6.04269,5.24869,4.06769,0,0,0,0,6.0753,8.4899,2.61368,0.078305,0.00230496,0.00230496
6,80.6898,5.87838,4.9456,3.9482,0,0,0,0,6.04645,8.46958,2.59123,0.0737565,0.00275645,0.00275645
7,92.8884,5.7607,4.67724,3.89525,0,0,0,0,5.99671,8.43146,2.55497,0.069198,0.00319804,0.00319804
8,104.679,5.73162,4.58084,3.83284,0,0,0,0,5.95927,8.40477,2.5298,0.0646297,0.00362973,0.00362973
9,117.335,5.46891,4.38845,3.74842,0,0,0,0,5.90957,8.37345,2.49817,0.0600515,0.00405152,0.00405152
10,130.319,4.9578,4.18465,3.58691,0,0,0,0,5.88383,8.36107,2.48135,0.0554634,0.00446341,0.00446341
11,142.932,4.58689,3.86709,3.54345,0,0,0,0,5.86648,8.3624,2.47149,0.0508654,0.0048654,0.0048654
12,155.641,3.74414,3.28329,3.50762,0,0,0,0,5.85929,8.38097,2.4687,0.0462575,0.00525749,0.00525749
13,168.528,3.30466,2.88918,3.23347,0,0,0,0,5.85821,8.3967,2.46857,0.0416397,0.00563968,0.00563968
14,181.235,3.03286,2.61879,2.96744,0,0,0,0,5.86184,8.42964,2.47139,0.037012,0.00601197,0.00601197
15,194.976,3.11619,2.56005,2.77752,0,0,0,0,5.86615,8.46875,2.47615,0.0323744,0.00637436,0.00637436
16,207.91,2.79338,2.34545,2.43915,0,0,0,0,5.87187,8.49088,2.48107,0.0277268,0.00672685,0.00672685
17,221.557,2.69852,2.5112,2.52889,0,0,0,0,5.87765,8.52623,2.48318,0.0230694,0.00706944,0.00706944
18,234.36,2.54671,2.20456,2.53362,0,0,0,0,5.88124,8.54434,2.4862,0.0184021,0.00740213,0.00740213
19,247.292,2.6832,2.24163,2.26662,0,0,0,0,5.87192,8.56912,2.48077,0.0137249,0.00772492,0.00772492
20,260.736,2.37494,2.34234,2.21415,0,0,0,0,5.77523,8.61173,2.42599,0.00903781,0.00803781,0.00803781
21,274.134,2.30361,2.14629,2.1038,0,0,0,0,5.67481,8.62555,2.35937,0.00802,0.00802,0.00802
22,287.317,2.4893,2.14904,2.14406,0.0086,0.1,0.03943,0.0088,4.85433,8.34184,2.0524,0.007921,0.007921,0.007921
23,301.532,2.31412,1.81643,1.94847,0.01408,0.16667,0.10271,0.02866,3.93092,7.82806,1.81139,0.007822,0.007822,0.007822
